,yearnumber,quarternumber,quarternamear,quarterid,region_ar,city_ar,district_ar,typecategoryar,deed_counts,RealEstatePrice_SUM,Meter_Price_W_Avg_IQR,location
2185,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,الفلاح,فيلا,3,11800000.0,,شمال الرياض
2194,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,ديراب,فيلا,192,195930802.0,3352.441844,غرب الرياض
2195,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,ديراب,فيلا,15,12207039.31,2309.546539,غرب الرياض
2196,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,ديراب,فيلا,5,4773355.0,,غرب الرياض
2197,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,ديراب,فيلا,5,4965697.06,,غرب الرياض
2198,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,ديراب,قطعة أرض- زراعي,1,300000.0,,غرب الرياض
2202,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,,قطعة أرض- زراعي,1,30000.0,,Unknown
2203,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,الفلاح,فيلا,2,5593019.0,,شمال الرياض
2204,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,بنبان,فيلا,1,14868560.0,,شمال الرياض
2205,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,بنبان,فيلا,2,1472000.0,,شمال الرياض
2206,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,بنبان,فيلا,4,30479472.0,,شمال الرياض
2214,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,المعذر,أخرى,1,1500000.0,,شمال الرياض
2215,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,المعذر,أخرى,1,16300000.0,,شمال الرياض
2216,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,المعذر,أخرى,2,8175000.0,,شمال الرياض
2217,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,النفل,أخرى,1,60000000.0,,شمال الرياض
2218,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,المعذر,أخرى,5,11442772.0,,شمال الرياض
2219,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,النفل,أخرى,1,5475000.0,,شمال الرياض
2220,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,النفل,أخرى,1,100000.0,,شمال الرياض
2221,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,المعذر,أخرى,1,9612720.0,,شمال الرياض
2222,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,المعذر,أخرى,4,20000000.0,,شمال الرياض
2223,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,المونسية,أخرى,1,15960000.0,,شرق الرياض
2224,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,النفل,أخرى,1,16500000.0,,شمال الرياض
2225,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,المعذر,أخرى,1,750000.0,,شمال الرياض
2226,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,المعذر,أخرى,3,14257500.0,,شمال الرياض
2227,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,المونسية,أخرى,1,3824000.0,,شرق الرياض
2228,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,المونسية,أخرى,1,8500000.0,,شرق الرياض
2229,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,المعذر,أخرى,1,2842540.0,,شمال الرياض
2230,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,المونسية,أخرى,1,18000000.0,,شرق الرياض
2231,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,منفوحة الجديدة,أخرى,4,1910000.0,,وسط الرياض
2232,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,منفوحة الجديدة,أخرى,6,1583000.0,1985.858585,وسط الرياض
2233,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,منفوحة الجديدة,أخرى,9,2254000.0,1824.389746,وسط الرياض
2234,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,منفوحة الجديدة,أخرى,6,1633653.85,3107.040594,وسط الرياض
2235,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,منفوحة الجديدة,أخرى,6,2030000.0,1185.737274,وسط الرياض
2236,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,منفوحة الجديدة,أخرى,4,1374000.0,,وسط الرياض
2237,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,منفوحة الجديدة,أخرى,7,1565000.0,1278.154681,وسط الرياض
2238,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,منفوحة الجديدة,أخرى,1,133000.0,,وسط الرياض
2239,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,منفوحة الجديدة,أخرى,1,100000.0,,وسط الرياض
2240,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,منفوحة الجديدة,أخرى,4,971000.0,,وسط الرياض
2241,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,منفوحة الجديدة,أخرى,3,1080000.0,,وسط الرياض
2242,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,منفوحة الجديدة,أخرى,1,225000.0,,وسط الرياض
2243,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,منفوحة الجديدة,أخرى,9,2940917.0,1789.905771,وسط الرياض
2244,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,منفوحة الجديدة,أخرى,7,1643000.0,2056.921086,وسط الرياض
2253,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,منفوحة الجديدة,أخرى,2,158500.0,,وسط الرياض
2254,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,المعذر,أخرى,1,1674450.0,,شمال الرياض
2255,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,المعذر,أخرى,1,7067000.0,,شمال الرياض
2256,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,السويدي الغربي,شقة,3,2306390.0,,غرب الرياض
2257,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,السويدي الغربي,شقة,5,2670000.0,,غرب الرياض
2265,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,منفوحة الجديدة,أخرى,3,371413.0,,وسط الرياض
2266,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,منفوحة الجديدة,أخرى,7,2120000.0,2189.828034,وسط الرياض
2267,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,الدار البيضاء,شقة,62,24661474.31,2686.956992,جنوب الرياض
2268,2021,3,الربع الثالث,20213,منطقة الرياض,الرياض,الدار البيضاء,شقة,90,28139358.91,2162.982513,جنوب الرياض
2269,2020,4,الربع الرابع,20204,منطقة الرياض,الرياض,الدار البيضاء,شقة,53,20517016.23,2446.951929,جنوب الرياض
2270,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,الدار البيضاء,شقة,45,13618010.92,2189.982791,جنوب الرياض
2271,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,الدار البيضاء,شقة,114,43168031.27,2744.679269,جنوب الرياض
2272,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,الدار البيضاء,شقة,27,9149894.44,2179.088312,جنوب الرياض
2273,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,الدار البيضاء,شقة,80,30853668.73,2448.714329,جنوب الرياض
2274,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,الدار البيضاء,شقة,57,21006946.75,2188.578694,جنوب الرياض
2275,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,الدار البيضاء,شقة,34,13678471.04,2159.259453,جنوب الرياض
2283,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,الدار البيضاء,شقة,85,26085110.83,2105.123584,جنوب الرياض
2284,2023,2,الربع الثانى,20232,منطقة الرياض,الرياض,الدار البيضاء,شقة,83,28645550.22,2721.077938,جنوب الرياض
2285,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,الدار البيضاء,شقة,97,35588696.1,2772.653169,جنوب الرياض
2286,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,الدار البيضاء,شقة,103,41132545.42,2457.633375,جنوب الرياض
2298,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,الدار البيضاء,شقة,109,36294124.72,2339.367017,جنوب الرياض
2299,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,الدار البيضاء,شقة,17,5933189.0,2154.315932,جنوب الرياض
2300,2019,3,الربع الثالث,20193,منطقة الرياض,الرياض,الدار البيضاء,شقة,28,8489815.71,2016.099177,جنوب الرياض
2301,2018,4,الربع الرابع,20184,منطقة الرياض,الرياض,الدار البيضاء,شقة,26,8739354.37,2044.789878,جنوب الرياض
2302,2018,1,الربع الأول,20181,منطقة الرياض,الرياض,الدار البيضاء,شقة,36,11663115.25,2109.681039,جنوب الرياض
2303,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,المونسية,شقة,14,5980865.58,3207.790175,شرق الرياض
2304,2020,3,الربع الثالث,20203,منطقة الرياض,الرياض,المونسية,شقة,7,2039895.78,2028.797701,شرق الرياض
2305,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,المونسية,شقة,128,107494307.59,5854.148045,شرق الرياض
2306,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,المونسية,شقة,3,1600275.53,,شرق الرياض
2307,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,المونسية,شقة,77,68341796.79,6041.135186,شرق الرياض
2308,2019,1,الربع الأول,20191,منطقة الرياض,الرياض,المونسية,شقة,4,1099000.0,,شرق الرياض
2309,2022,1,الربع الأول,20221,منطقة الرياض,الرياض,المونسية,شقة,45,32665504.0,4474.002377,شرق الرياض
2310,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,الدار البيضاء,شقة,21,6198927.68,2025.00297,جنوب الرياض
2311,2018,3,الربع الثالث,20183,منطقة الرياض,الرياض,الدار البيضاء,شقة,25,7058044.88,1959.709618,جنوب الرياض
2312,2022,4,الربع الرابع,20224,منطقة الرياض,الرياض,المعذر,شقة,2,2481000.0,,شمال الرياض
2318,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,النسيم الشرقي,أخرى,1,140000.0,,شرق الرياض
2319,2018,2,الربع الثانى,20182,منطقة الرياض,الرياض,العارض,أخرى,1,86621184.0,,شمال الرياض
2320,2023,3,الربع الثالث,20233,منطقة الرياض,الرياض,العارض,أخرى,1,186568704.0,,شمال الرياض
2321,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,العارض,أخرى,5,22587901.47,,شمال الرياض
2322,2021,2,الربع الثانى,20212,منطقة الرياض,الرياض,العارض,أخرى,1,98010411.0,,شمال الرياض
2323,2019,4,الربع الرابع,20194,منطقة الرياض,الرياض,العارض,أخرى,2,6850815.0,,شمال الرياض
2324,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,العارض,أخرى,10,51802412.5,1470.16756,شمال الرياض
2325,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,الملك فيصل,أخرى,1,5000.0,,شرق الرياض
2345,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,,أخرى,1,17166931.0,,Unknown
2346,2021,1,الربع الأول,20211,منطقة الرياض,الرياض,,أخرى,1,650000.0,,Unknown
2347,2020,1,الربع الأول,20201,منطقة الرياض,الرياض,نمار,أخرى,9,90000.0,279.173646,غرب الرياض
2348,2023,1,الربع الأول,20231,منطقة الرياض,الرياض,نمار,أخرى,1,85000.0,,غرب الرياض
2349,2020,2,الربع الثانى,20202,منطقة الرياض,الرياض,نمار,أخرى,1,50000.0,,غرب الرياض
2350,2022,3,الربع الثالث,20223,منطقة الرياض,الرياض,نمار,أخرى,16,1699998.0,2720.571067,غرب الرياض
2351,2021,4,الربع الرابع,20214,منطقة الرياض,الرياض,نمار,أخرى,1,150000.0,,غرب الرياض
2352,2019,2,الربع الثانى,20192,منطقة الرياض,الرياض,الملك فيصل,شقة,1,450000.0,,شرق الرياض
2353,2022,2,الربع الثانى,20222,منطقة الرياض,الرياض,الملك فيصل,شقة,2,1130000.0,,شرق الرياض
